City_ID,City,Country
95,Thai Nguyen,Viet Nam
96,Tianjin,China
97,Tidore,Indonesia
98,Timisoara,Romania
99,Tinjah,Tunisia
100,Toboso,Philippines
101,Tokorozawa,Japan
102,Toluca,Mexico
103,Itapissuma,Brazil
104,Itarantim,Brazil
105,Itumbiara,Brazil
106,Ixtaczoquitlan,Mexico
107,Izalco,El Salvador
108,Izazi,United Republic of Tanzania
109,Izberbash,Russian Federation
110,Jabalpur,India
111,Jaguaquara,Brazil
112,Jahanabad,India
113,Jambol,Bulgaria
114,Jarocin,Poland
115,Jasaan,Philippines
116,Ilobu,Nigeria
117,Imatra,Finland
118,Indaial,Brazil
119,Indang,Philippines
120,Itagi,Brazil
121,Iseyin,Nigeria
122,Isla,Mexico
123,Itaitinga,Brazil
124,Itambe,Brazil
125,Itapemirim,Brazil
126,Torit,South Sudan
127,Totonicapan,Guatemala
128,Trenton,United States of America
129,Trujillo Alto,United States of America
130,Tullamore,Ireland
131,Tunceli,Turkey
132,Tuyen Quang,Viet Nam
133,Two Rivers,United States of America
134,Tysons Corner,United States of America
135,Tyukalinsk,Russian Federation
136,Udupi,India
137,Umaria,India
138,Willowbrook,United States of America
139,Wilmette,United States of America
140,Wolf Trap,United States of America
141,Woodhaven,United States of America
142,Wulanhaote,China
143,Xiangdong,China
144,Xiaoweizhai,China
145,Xushan,China
146,Yanacancha,Peru
147,Yancheng,China
148,Yangambi,Democratic Republic of the Congo
149,Yanggu,China
150,Yangliuqing,China
151,Yanji,China
152,Yankton,United States of America
153,Wenden,Germany
154,West Carrollton City,United States of America
155,Wetteren,Belgium
156,Whitehorse,Canada
157,Wicklow,Ireland
158,Wil,Switzerland
159,Wildeshausen,Germany
160,Williamsport,United States of America
161,Fox Lake,United States of America
162,Foz Do Iguacu,Brazil
163,Frederikssund,Denmark
164,Friendly,United States of America
165,Fuldatal,Germany
166,Furano,Japan
167,Fuzhou,China
168,Galashiels,United Kingdom of Great Britain and Northern Ireland
169,Gangelt,Germany
170,Garbsen,Germany
171,Garoua,Cameroon
172,Garowe,Somalia
173,Geertruidenberg,Netherlands
174,Geraldton,Australia
175,Germersheim,Germany
176,Girardot,Colombia
177,Glubokiy,Russian Federation
178,Golborne,United Kingdom of Great Britain and Northern Ireland
179,Gondomar,Portugal
180,Goryachevodskiy,Russian Federation
181,Govindgarh,India
182,Grand Lahou,Côte d'Ivoire
183,Hoffman Estates,United States of America
184,Hoganas,Sweden
185,Holly Springs,United States of America
186,Holzminden,Germany
187,Huaicheng,China
188,Huruta,Ethiopia
189,Idanre,Nigeria
190,Iglesias,Italy
191,Ihlow,Germany
192,Iizuka,Japan
193,Sungai Kolok,Thailand
194,Sungaipenuh,Indonesia
195,Suvorovskaya,Russian Federation
196,Suzu,Japan
197,Swiecie,Poland
198,Szeged,Hungary
199,Szerencs,Hungary
200,Taburbah,Tunisia
201,Tadepallegudem,India
202,Tafresh,Iran (Islamic Republic of)
203,Tagaytay,Philippines
204,Tajimi,Japan
205,Takahagi,Japan
206,Takahashi,Japan
207,Tal,India
208,Talacogon,Philippines
209,Taldom,Russian Federation
210,Talgar,Kazakhstan
211,Tamiami,United States of America
212,Tamra,Israel
213,Tanashi,Japan
214,Tandarei,Romania
215,Tantangan,Philippines
216,Tarogong,Indonesia
217,Tatvan,Turkey
218,Yaval,India
219,Yeovil,United Kingdom of Great Britain and Northern Ireland
220,Yuanping,China
221,Yuncheng,China
222,Zambrow,Poland
223,Zamosc,Poland
224,Zaventem,Belgium
225,Zemst,Belgium
226,Zhaozhou,China
227,Zhicheng,China
228,Zhongshan,China
229,Zhuji,China
230,Zimatlan,Mexico
231,Zinacantepec,Mexico
232,Zmeinogorsk,Russian Federation
233,Aalburg,Netherlands
234,Abaran,Spain
235,Abbiategrasso,Italy
236,Abidjan,Côte d'Ivoire
237,Acuautla,Mexico
238,Acworth,United States of America
239,Adelphi,United States of America
240,Afzalgarh,India
241,Agbor,Nigeria
242,Aix En Provence,France
243,Akyab,Myanmar
244,Alabaster,United States of America
245,Alagir,Russian Federation
246,Alken,Belgium
247,Alma,Canada
248,Almirante Tamandare,Brazil
249,Almoradi,Spain
250,Alotau,Papua New Guinea
251,Altotting,Germany
252,Ambovombe,Madagascar
253,Anqiu,China
254,Antalaha,Madagascar
255,Antioch,United States of America
256,Anyksciai,Lithuania
257,Apam,Ghana
258,Apaseo El Grande,Mexico
259,Aragarcas,Brazil
260,Arkadak,Russian Federation
261,Armentieres,France
262,Arsk,Russian Federation
263,Artyom,Azerbaijan
264,Ashtarak,Armenia
265,Asosa,Ethiopia
266,Astaneh Ye Ashrafiyeh,Iran (Islamic Republic of)
267,Atarra,India
268,Atescatempa,Guatemala
269,Atri,Italy
270,Avdiyivka,Ukraine
271,Avintes,Portugal
272,Ayer Keroh,Malaysia
273,Ayr,United Kingdom of Great Britain and Northern Ireland
274,Baarn,Netherlands
275,Backa Palanka,Serbia
276,Bad Langensalza,Germany
277,Bahawalnagar,Pakistan
278,Balfour,South Africa
279,Ballitoville,South Africa
280,Ban Phai,Thailand
281,Bandar Penggaram,Malaysia
282,Bangued,Philippines
283,Banovce,Slovakia
284,Bargteheide,Germany
285,Bartlesville,United States of America
286,Basse,Gambia
287,Bat Khela,Pakistan
288,Batu Gajah,Malaysia
289,Bazpur,India
290,Castel Goffredo,Italy
291,Catanzaro,Italy
292,Catbalogan,Philippines
293,Cayambe,Ecuador
294,Cazin,Bosnia and Herzegovina
295,Cernusco Sul Naviglio,Italy
296,Cesenatico,Italy
297,Ceske Budejovice,Czechia
298,Chacabuco,Argentina
299,Chachapoyas,Peru
300,Chalon Sur Saone,France
301,Chaoyang,China
302,Chau Doc,Viet Nam
303,Cherepanovo,Russian Federation
304,Cherkessk,Russian Federation
305,Chhabra,India
306,Chilakalurupet,India
307,Chilpancingo,Mexico
308,Chipurupalle,India
309,Chojnow,Poland
310,Chotila,India
311,Cimarron Hills,United States of America
312,Claudio,Brazil
313,Clevelandia,Brazil
314,Coari,Brazil
315,Coatbridge,United Kingdom of Great Britain and Northern Ireland
316,Cobh,Ireland
317,Colatina,Brazil
318,Comanesti,Romania
319,Comendador,Dominican Republic
320,Como,Italy
321,Conde,Brazil
322,Consett,United Kingdom of Great Britain and Northern Ireland
323,Cooper City,United States of America
324,Copperas Cove,United States of America
325,Cornelio Procopio,Brazil
326,Corrientes,Argentina
327,Cotija,Mexico
328,Crevalcore,Italy
329,Culfa,Azerbaijan
330,Culleredo,Spain
331,Cuncolim,India
332,Curvelo,Brazil
333,Cuxhaven,Germany
334,Cypress Lake,United States of America
335,Czestochowa,Poland
336,Dalaba,Guinea
337,Dalbandin,Pakistan
338,Beaune,France
339,Bedford,United States of America
340,Begoro,Ghana
341,Beipiao,China
342,Bela Cruz,Brazil
343,Bermejo,Bolivia (Plurinational State of)
344,Bernburg,Germany
345,Berwick,United States of America
346,Betma,India
347,Beverly,United States of America
348,Bezhetsk,Russian Federation
349,Bhairab Bazar,Bangladesh
350,Bhalwal,Pakistan
351,Bhimavaram,India
352,Bhinmal,India
353,Bhiwandi,India
354,Binjai,Indonesia
355,Baiao,Brazil
356,Baksan,Russian Federation
357,Bara,Sudan
358,Baranoa,Colombia
359,Baras,Philippines
360,Bardsir,Iran (Islamic Republic of)
361,Bari Sadri,India
362,Nong Bua,Thailand
363,Nong Han,Thailand
364,Noordwijkerhout,Netherlands
365,North Andrews Gardens,United States of America
366,Northbridge,United States of America
367,Norwich,United Kingdom of Great Britain and Northern Ireland
368,Novi Becej,Serbia
369,Nuenen,Netherlands
370,Nueva Imperial,Chile
371,Nuevo Arraijan,Panama
372,Nuevo Casas Grandes,Mexico
373,Oak Lawn,United States of America
374,Oakdale,United States of America
375,Obuasi,Ghana
376,Odawara,Japan
377,Oer Erkenschwick,Germany
378,Ohrid,Republic of North Macedonia
379,Okawa,Japan
380,Olecko,Poland
381,Olfen,Germany
382,Olindina,Brazil
383,Omagari,Japan
384,Oostburg,Netherlands
385,Orem,United States of America
386,Orinda,United States of America
387,Ostrzeszow,Poland
388,Ostuncalco,Guatemala
389,Ouesso,Congo
390,Ouro Preto,Brazil
391,Oyo,Nigeria
392,Ozgon,Kyrgyzstan
393,Pachino,Italy
394,Padra,India
395,Pailles,Mauritius
396,Paita,France
397,Palakkodu,India
398,Palo,Philippines
399,Pamekasan,Indonesia
400,Panchiao,China
401,Panshi,China
402,Panzhihua,China
403,Paragominas,Brazil
404,Paraguacu,Brazil
405,Paramonga,Peru
406,Parkville,United States of America
407,Pasadena,United States of America
408,Pataskala,United States of America
409,Pavlodar,Kazakhstan
410,Payyannur,India
411,Pelham,United States of America
412,Perama,Greece
413,Perote,Mexico
414,Petrovaradin,Serbia
415,Phanom Thuan,Thailand
416,Phatthalung,Thailand
417,Phetchaburi,Thailand
418,Phillaur,India
419,Rosetta,Egypt
420,Rossano,Italy
421,Rostov,Russian Federation
422,Royton,United Kingdom of Great Britain and Northern Ireland
423,Rudolstadt,Germany
424,Rumburk,Czechia
425,Rumphi,Malawi
426,Ruti,Switzerland
427,Ruy Barbosa,Brazil
428,Sabac,Serbia
429,Sagua La Grande,Cuba
430,Sahibganj,India
431,Saint Matthews,United States of America
432,Saint Pete Beach,United States of America
433,Saint Thomas,Canada
434,Saint Cyr Sur Loire,France
435,Saint Nicolas,Belgium
436,Saint Quentin,France
437,Sakakah,Saudi Arabia
438,Sakurai,Japan
439,Salford,United Kingdom of Great Britain and Northern Ireland
440,Salon,India
441,Salvador,Brazil
442,Sambhar,India
443,Samsun,Turkey
444,Prabumulih,Indonesia
445,Presidente Prudente,Brazil
446,Prichard,United States of America
447,Prince George,Canada
448,Pringsewu,Indonesia
449,Pucallpa,Peru
450,Puertollano,Spain
451,Purepero,Mexico
452,Qiryat Gat,Israel
453,Quillota,Chile
454,Rafiganj,India
455,Rahway,United States of America
456,Rajshahi,Bangladesh
457,Rajur,India
458,Phrai Bung,Thailand
459,Phulpur,India
460,Picos,Brazil
461,Pietarsaari,Finland
462,Pirmasens,Germany
463,Plum,United States of America
464,Pobe,Benin
465,Policoro,Italy
466,Port Loko,Sierra Leone
467,Port De Paix,Haiti
468,Porto Salvo,Portugal
469,Poughkeepsie,United States of America
470,Randallstown,United States of America
471,Rania,India
472,Ranong,Thailand
473,Rathenow,Germany
474,Reutov,Russian Federation
475,Ribeira Do Pombal,Brazil
476,Ribeirao Bonito,Brazil
477,Richardson,United States of America
478,Richmond,United States of America
479,Rio Bonito,Brazil
480,Rioja,Peru
481,Riom,France
482,Riyaq,Lebanon
483,Rocca Priora,Italy
484,Rodez,France
485,Rolandia,Brazil
486,Romans Sur Isere,France
487,Romblon,Philippines
488,Dalmau,India
489,Daly City,United States of America
490,Damnagar,India
491,Dan Khun Thot,Thailand
492,Dancheng,China
493,Dankaur,India
494,Dareda,United Republic of Tanzania
495,Dattapur,India
496,Delmiro Gouveia,Brazil
497,Delta Del Tigre,Uruguay
498,Delvada,India
499,Desnogorsk,Russian Federation
500,Develi,Turkey
501,Dewa,India
502,Dinar,Turkey
503,Dniprorudne,Ukraine
504,Dogbo,Benin
505,Donskoye,Russian Federation
506,Dumas,United States of America
507,Dunda,United Republic of Tanzania
508,Dyersburg,United States of America
509,Eatontown,United States of America
510,Ebano,Mexico
511,El Campo,United States of America
512,El Pueblito,Mexico
513,El Torno,Bolivia (Plurinational State of)
514,Ellicott City,United States of America
515,Eminabad,Pakistan
516,Ena,Japan
517,Giussano,Italy
518,Glenrothes,United Kingdom of Great Britain and Northern Ireland
519,Glossop,United Kingdom of Great Britain and Northern Ireland
520,Gobabis,Namibia
521,Gobindapur,India
522,Gobindpur,India
523,Godella,Spain
524,Gohad,India
525,Gohana,India
526,Goiatuba,Brazil
527,Goirle,Netherlands
528,Golden Glades,United States of America
529,Goleniow,Poland
530,Gonbad E Qabus,Iran (Islamic Republic of)
531,Gorodishche,Russian Federation
532,Gotsu,Japan
533,Gramsh,Albania
534,Granger,United States of America
535,Grants Pass,United States of America
537,Guasave,Mexico
538,Guben,Germany
539,Guider,Cameroon
540,Guilin,China
541,Guipavas,France
542,Fort Walton Beach,United States of America
543,Fosses,France
544,Fountain Hills,United States of America
545,Fountain,United States of America
546,Francisco Morato,Brazil
547,Freiberg,Germany
548,Front Royal,United States of America
549,Fuchu,Japan
550,Gaggenau,Germany
551,Gan Yavne,Israel
552,Gauribidanur,India
553,Gava,Spain
554,Gela,Italy
555,Gennep,Netherlands
556,Genthin,Germany
557,Georgetown,Guyana
558,Gera,Germany
559,Gevrai,India
560,Lake Jackson,United States of America
561,Lakeside,United States of America
562,Lam Luk Ka,Thailand
563,Lamacan,Philippines
564,Lar,Iran (Islamic Republic of)
565,Laranjeiras Do Sul,Brazil
566,Lasa,China
567,Lasalgaon,India
568,Lauda Konigshofen,Germany
569,Le Port,France
570,Lencois Paulista,Brazil
571,Lerida,Colombia
572,Leusden,Netherlands
573,Lewes,United Kingdom of Great Britain and Northern Ireland
574,Lianga,Philippines
575,Libourne,France
576,Limbach Oberfrohna,Germany
577,Limbang,Malaysia
578,Lishan,China
579,Litovel,Czechia
580,Lokeren,Belgium
581,Londerzeel,Belgium
582,Loon Op Zand,Netherlands
583,Loubomo,Congo
584,Louga,Senegal
585,Lubin,Poland
586,Lublin,Poland
587,Lubuk Pakam,Indonesia
588,Lucena,Philippines
589,Lunavada,India
590,Lvov,Ukraine
591,Macapa,Brazil
592,Madeji,Pakistan
593,Mafeteng,Lesotho
594,Magnolia,United States of America
595,Magomeni,United Republic of Tanzania
596,Mahbubabad,India
597,Mahoba,India
598,Maihar,India
599,Mainpuri,India
600,Maitland,United States of America
601,Makiyivka,Ukraine
602,Malakoff,France
603,Malandag,Philippines
604,Malanville,Benin
605,Malard,Iran (Islamic Republic of)
606,Malnate,Italy
607,Mandalgovi,Mongolia
608,Mangawan,India
609,Manono,Democratic Republic of the Congo
610,Maracaibo,Venezuela (Bolivarian Republic of)
611,Marano Di Napoli,Italy
612,Gunnaur,India
613,Hagen,Germany
614,Haian,China
615,Halluin,France
616,Hamburg,Germany
617,Hanahan,United States of America
618,Hanamaki,Japan
619,Hangal,India
620,Harmanli,Bulgaria
621,Harunabad,Pakistan
622,Hattingen,Germany
623,Hauppauge,United States of America
624,Hayward,United States of America
625,Heinola,Finland
626,Hekinan,Japan
627,Hemsbach,Germany
628,Hengyang,China
629,Hirata,Japan
630,Hobara,Japan
631,Hoboken,United States of America
632,Hobyo,Somalia
633,Hofu,Japan
634,Honiara,Solomon Islands
635,Honnali,India
636,Horqueta,Paraguay
637,Hrazdan,Armenia
638,Hsinchu,China
639,Huaura,Peru
640,Hwange,Zimbabwe
641,Ichihara,Japan
642,Idukki,India
643,Ikom,Nigeria
644,Khed,India
645,Khetri,India
646,Khimki,Russian Federation
647,Khopoli,India
648,Khorixas,Namibia
649,Khotyn,Ukraine
650,Kibara,United Republic of Tanzania
651,Kilis,Turkey
652,Kiliya,Ukraine
653,Killeen,United States of America
654,Kinel Cherkassy,Russian Federation
656,Klosterneuburg,Austria
657,Knin,Croatia
658,Kokopo,Papua New Guinea
659,Kola,Russian Federation
660,Kolin,Czechia
661,Kolo,Poland
662,Komsomolsk Na Amure,Russian Federation
663,Konskie,Poland
664,Kot Radha Kishan,Pakistan
665,Kotelnikovo,Russian Federation
666,Kottaiyur,India
667,Koumra,Chad
668,Koyilandi,India
669,Kozyatyn,Ukraine
670,Krasnovishersk,Russian Federation
671,Krasnyy Yar,Russian Federation
672,Kronach,Germany
673,Kronberg,Germany
674,Kryvyy Rih,Ukraine
675,Kudligi,India
676,Kulebaki,Russian Federation
677,Kushalnagar,India
678,Kushiro,Japan
679,Kyaiklat,Myanmar
680,La Barca,Mexico
681,La Crau,France
682,La Entrada,Honduras
683,La Presa,United States of America
684,Ladario,Brazil
685,Lagoa Da Canoa,Brazil
686,Ilsede,Germany
687,Imbituba,Brazil
688,Imbituva,Brazil
689,Inagi,Japan
690,Inca,Spain
691,Indergarh,India
692,Indore,India
693,Inisa,Nigeria
694,Inverurie,United Kingdom of Great Britain and Northern Ireland
695,Ishigaki,Japan
696,Issia,Côte d'Ivoire
697,Itabera,Brazil
698,Itaiba,Brazil
699,Izyaslav,Ukraine
700,Izyum,Ukraine
701,Jaen,Spain
702,Jagtial,India
703,Jahangirpur,India
704,Jamadoba,India
705,Jandiala,India
706,Jijiang,China
707,Jilotepec,Mexico
708,Jintur,India
709,Jinxi,China
710,Jozefow,Poland
711,Juchen,Germany
712,Kabanga,United Republic of Tanzania
713,Kaitong,China
714,Kajaani,Finland
715,Kakrala,India
716,Kalavai,India
717,Kalyazin,Russian Federation
718,Kalynivka,Ukraine
719,Kampot,Cambodia
720,Kamra,Pakistan
721,Kandhla,India
722,Kangasala,Finland
723,Kangshan,China
724,Karambakkudi,India
725,Kargil,India
726,Kartarpur,India
727,Katol,India
728,Kavkazskaya,Russian Federation
729,Kawaguchi,Japan
730,Kearns,United States of America
731,Kecskemet,Hungary
732,Keerbergen,Belgium
733,Kemalpasa,Turkey
734,Kerrville,United States of America
735,Kettering,United States of America
736,Khammam,India
737,Khandwa,India
738,Marsciano,Italy
739,Marseille,France
740,Mashpee,United States of America
741,Masindi,Uganda
742,Masjid Tanah,Malaysia
743,Massakory,Chad
744,Matai,United Republic of Tanzania
745,Matir,Tunisia
746,Maxhutte Haidhof,Germany
747,Medellin,Philippines
748,Media Luna,Cuba
749,Mekhe,Senegal
750,Melgar,Colombia
751,Mercedes,Argentina
752,Merriam,United States of America
753,Merrill,United States of America
754,Mezokovesd,Hungary
755,Middelharnis,Netherlands
756,Midyat,Turkey
757,Miguel Alves,Brazil
758,Minas,Uruguay
759,Miranorte,Brazil
760,Misrikh,India
761,Moga,India
762,Mogliano Veneto,Italy
763,Mojoagung,Indonesia
764,Mombetsu,Japan
765,Montalban,Philippines
766,Montauban,France
767,Montigny Le Bretonneux,France
768,Mor,Hungary
769,Morrelganj,Bangladesh
770,Mortsel,Belgium
771,Moscow,United States of America
772,Mudhol,India
773,Muggio,Italy
774,Mulheim Karlich,Germany
775,Muna,Mexico
776,Myslowice,Poland
777,Nandurbar,India
778,Nangloi Jat,India
779,Naranjos,Mexico
780,Naravarikuppam,India
781,Nardo,Italy
782,Narowal,Pakistan
783,Nawa,India
784,Nazira,India
785,Nehoiu,Romania
786,Neustadt,Germany
787,New Lenox,United States of America
789,Newburn,United Kingdom of Great Britain and Northern Ireland
790,Newbury,United Kingdom of Great Britain and Northern Ireland
791,Nisporeni,Republic of Moldova
792,Nisshin,Japan
793,Nizhniye Sergi,Russian Federation
794,Nohfelden,Germany
795,Khargapur,India
796,Kharhial,India
797,Khategaon,India
798,Kheda,India
799,Khiri Mat,Thailand
800,Kinanah,Sudan
801,Kingsgate,United States of America
803,Kinwat,India
804,Kishangarh,India
805,Kiskunfelegyhaza,Hungary
806,Klamath Falls,United States of America
807,Kodarma,India
808,Kohat,Pakistan
809,Koppies,South Africa
810,Korla,China
811,Kormilovka,Russian Federation
812,Korostyshiv,Ukraine
813,Kouroussa,Guinea
814,Kozloduj,Bulgaria
815,Littleton,United States of America
816,Lizzano,Italy
817,Llallagua,Bolivia (Plurinational State of)
818,Lochearn,United States of America
819,Lohardaga,India
820,Lohja,Finland
821,Loikaw,Myanmar
822,Lonate Pozzolo,Italy
823,Lopatinskiy,Russian Federation
824,Lota,Chile
825,Lubango,Angola
826,Lubeck,Germany
827,Luebo,Democratic Republic of the Congo
828,Lumding,India
829,Maasmechelen,Belgium
830,Magangue,Colombia
831,Mahendragarh,India
832,Mahesana,India
833,Malatya,Turkey
834,Malazgirt,Turkey
835,Manay,Philippines
836,Mandvi,India
837,Manibaug,Philippines
838,Manohar Thana,India
839,Manzini,Kingdom of Eswatini
840,Krasnodon,Ukraine
841,Kuhestan,Afghanistan
842,Kunigal,India
843,Kusnacht,Switzerland
844,La Arena,Peru
845,La Carolina,Spain
846,La Garriga,Spain
847,La Joya,Mexico
848,La Llagosta,Spain
849,Lady Lake,United States of America
850,Lahad Datu,Malaysia
851,Lakhimpur,India
852,Lalgudi,India
853,Lamongan,Indonesia
854,Lanaken,Belgium
855,Lannion,France
856,Lanuvio,Italy
857,Las Margaritas,Mexico
858,Lastra A Signa,Italy
859,Le Blanc Mesnil,France
860,Le Tampon,France
861,Leca Do Bailio,Portugal
862,Lede,Belgium
863,Lentini,Italy
864,Leominster,United States of America
865,Leon,Mexico
866,Levski,Bulgaria
867,Liancheng,China
868,Lighthouse Point,United States of America
869,Lilongwe,Malawi
870,Kanganpur,Pakistan
871,Kano,Nigeria
872,Kapasan,India
873,Karabash,Russian Federation
874,Karamadai,India
875,Karang Tengah,Indonesia
876,Karauli,India
877,Kareli,India
878,Karhal,India
879,Kaukauna,United States of America
880,Kayankulam,India
881,Kegayli,Uzbekistan
882,Kembaran,Indonesia
883,Kerava,Finland
884,Jawor,Poland
885,Joigny,France
886,Jonkoping,Sweden
887,Jork,Germany
888,Juanjui,Peru
889,Juazeiro Do Norte,Brazil
890,Jundubah,Tunisia
891,Juye,China
892,Kafue,Zambia
893,Mountlake Terrace,United States of America
894,Mrirt,Morocco
895,Muktsar,India
896,Mullingar,Ireland
897,Multan,Pakistan
898,Mumford,Ghana
899,Murayama,Japan
900,Murcia,Spain
901,Musiri,India
902,Muskego,United States of America
903,Muvattupula,India
904,Naarden,Netherlands
905,Nakhabino,Russian Federation
906,Naldurg,India
908,Nantong,China
909,Jaszbereny,Hungary
910,Jeumont,France
911,Johi,Pakistan
912,Kachhwa,India
913,Kalanaur,India
914,Lakhi,Pakistan
915,Lala,India
916,Lang Suan,Thailand
918,Le Lamentin,France
919,League City,United States of America
920,Lebedyn,Ukraine
921,Lennox,United States of America
922,Levice,Slovakia
923,Levin,New Zealand
924,Lima Duarte,Brazil
925,Limburg,Germany
926,Lindome,Sweden
927,Lissone,Italy
928,Lockhart,United States of America
929,Lodhran,Pakistan
930,Lohmar,Germany
931,Lordelo,Portugal
932,Los Reyes Acozac,Mexico
933,Loudi,China
934,Luan,China
935,Luena,Angola
936,Lun,Philippines
937,Lyuban,Belarus
938,Lyudinovo,Russian Federation
939,Maassluis,Netherlands
940,Macenta,Guinea
941,Machesney Park,United States of America
942,Mailsi,Pakistan
943,Mainburg,Germany
944,Malang,Indonesia
945,Malaya,Philippines
946,Malinyi,United Republic of Tanzania
947,Manamadurai,India
948,Manapla,Philippines
949,Manfredonia,Italy
950,Manmad,India
951,Maracena,Spain
952,Margosatubig,Philippines
953,Kotelnich,Russian Federation
954,Krasnodar,Russian Federation
955,Krasnogorsk,Russian Federation
956,Krasnokamsk,Russian Federation
957,Krimpen,Netherlands
958,Kristiansand,Norway
959,Kumphawapi,Thailand
960,Kunjah,Pakistan
961,Kunzelsau,Germany
962,Kurinjippadi,India
963,Kurtamysh,Russian Federation
964,Kutoarjo,Indonesia
965,Kuurne,Belgium
966,La Baule Escoublac,France
967,La Madeleine,France
968,La Piedad,Mexico
970,Lafiagi,Nigeria
971,Marinha Grande,Portugal
972,Markha,Russian Federation
973,Martil,Morocco
974,Masjed E Soleyman,Iran (Islamic Republic of)
975,Mastaga,Azerbaijan
976,Mastung,Pakistan
977,Mataram,Indonesia
978,Matay,Egypt
979,Matou,China
980,Matteson,United States of America
981,Mavur,India
982,Medeiros Neto,Brazil
983,Melchor De Mencos,Guatemala
984,Melegnano,Italy
985,Mertoyudan,Indonesia
987,Dongying,China
988,Doraha,India
989,Dreieich,Germany
990,Driyorejo,Indonesia
991,Dronfield,United Kingdom of Great Britain and Northern Ireland
992,Dumjor,India
993,Dunaharaszti,Hungary
994,Dunaujvaros,Hungary
995,East Grinstead,United Kingdom of Great Britain and Northern Ireland
996,Ebbw Vale,United Kingdom of Great Britain and Northern Ireland
997,Ecorse,United States of America
998,El Carmen,Ecuador
999,El Hatillo,Venezuela (Bolivarian Republic of)
1000,El Prat De Llobregat,Spain
1001,El Quetzal,Guatemala
1002,Elgoibar,Spain
1003,Elko,United States of America
1004,Elmshorn,Germany
1005,Eloi Mendes,Brazil
1006,Elur,India
1007,Enumclaw,United States of America
1008,Eqbaliyeh,Iran (Islamic Republic of)
1009,Erdenet,Mongolia
1010,Ermua,Spain
1011,Erzurum,Turkey
1012,Esik,Kazakhstan
1013,Esperantina,Brazil
1014,Essen,Belgium
1015,Estepa,Spain
1016,Etzatlan,Mexico
1017,Fabriano,Italy
1018,Fairview Heights,United States of America
1019,Faisalabad,Pakistan
1020,Falls Church,United States of America
1021,Falmouth,United Kingdom of Great Britain and Northern Ireland
1022,Fameck,France
1023,Fano,Italy
1024,Feijo,Brazil
1025,Feira Nova,Brazil
1026,Fellbach,Germany
1027,Fgura,Malta
1028,Fontenay Le Fleury,France
1029,Forbesganj,India
1030,Forlimpopoli,Italy
1031,Formosa,Argentina
1032,Fort Atkinson,United States of America
1033,Fort Morgan,United States of America
1034,Gisenyi,Rwanda
1035,Gladeview,United States of America
1036,Goodings Grove,United States of America
1037,Gorele,Turkey
1038,Gorinchem,Netherlands
1039,Goteborg,Sweden
1040,Goussainville,France
1041,Grand Junction,United States of America
1042,Grandola,Portugal
1043,Grasse,France
1044,Greeneville,United States of America
1045,Greenwood Village,United States of America
